job_id,role_name,company_name,location,link
77,Analista de BI,Nutriex,"Goiânia, GO",https://br.indeed.com/rc/clk?jk=07f4e5676948c878&bb=oceovFpmjrG2Doo2XmsSX0tx8rVCJAAFAn0xp61_F9Wg4kyALwSCkiAd295oV_B5OnpOwvAmJ_MxkBav0ETSOvNLlHV9nEhx1GF2jip0Wxw%3D&xkcb=SoAH67M3EEVwqEw3mx0JbzkdCdPP&fccid=42f568bb87872dd1&vjs=3
78,Sr Backend Developer - Kotlin/Python - (100% Remoto),invillia,,https://br.indeed.com/rc/clk?jk=c8a8ba00c97f7b41&bb=oceovFpmjrG2Doo2XmsSX95JbQgSWrWXeCeGMlzFqN6s9nXo0pgdiYkE_j9-PhOut0C_pKM2h1mbij6DIC8XKKu10XcAS6R7sgKMBzZ1HoA%3D&xkcb=SoCz67M3EEVwqEw3mx0IbzkdCdPP&fccid=f185a6210cec2dc0&vjs=3
79,Analista de Desenvolvimento Jr,CSD BR,"São Carlos, SP",https://br.indeed.com/rc/clk?jk=cbf6d97a4378dc16&bb=oceovFpmjrG2Doo2XmsSX5coW4SF2rFBTCXo9EjAjnHcHqlvr1rOYzxrLxTRrCy7bR2hq6OvJdjd2uAyH0XiYGN6LJNp6CLC3_FwDC8oXvA%3D&xkcb=SoA967M3EEVwqEw3mx0PbzkdCdPP&fccid=9c97738cd1e13622&cmp=CSD-BR&ti=Analista+De+Desenvolvimento&vjs=3
80,Sr Backend Developer - Python - (100% Remoto),invillia,,https://br.indeed.com/rc/clk?jk=e5f1fd1be11df687&bb=oceovFpmjrG2Doo2XmsSX3WHUBzviiUtqZBGof2sl4gKO0rM6ReKnWQYP3TcbF2oETee80a_ob29ToMACcK3bjmJo0G29OKZHVf74nehz8A%3D&xkcb=SoCJ67M3EEVwqEw3mx0ObzkdCdPP&fccid=f185a6210cec2dc0&vjs=3
81,Desenvolvedor Python (Automação),innolevels,"Rio de Janeiro, RJ",https://br.indeed.com/rc/clk?jk=7f6e049557dc6090&bb=oceovFpmjrG2Doo2XmsSX8HsNvyU_YX8nTwsXS9fdrSePVqFxwtIuxLX7_1_8ygH_38-chqDrV240ZKAB4mq3slj0-t09n_XnETGTAtfnss%3D&xkcb=SoB367M3EEVwqHQ3mx0LbzkdCdPP&fccid=b98f3184c24b89e7&cmp=Innolevels&ti=Python&vjs=3
82,Pessoa Analista de Dados,Effecti,,https://br.indeed.com/rc/clk?jk=f4cc5eb674d438cc&bb=oceovFpmjrG2Doo2XmsSX3MoUgkWrcaBxdgpDAxudEYIxMAUEotT7YYIEcTnp8TOzSWyk3Tk83KpFRXLt_kNll_AieATJRYNIRoT4knATX4%3D&xkcb=SoDD67M3EEVwqHQ3mx0KbzkdCdPP&fccid=62870ab2c200635e&vjs=3
83,Data Engineer,Semantix,,https://br.indeed.com/rc/clk?jk=755163db674ed30a&bb=oceovFpmjrG2Doo2XmsSX-x-3FkdbHLAljJJy_DgNuW7tM-EAplXrbCs-qpnm0eBWENnHqBcG_jpw3hx5YrYLBZpwa34qKrPgeZYf0S84J0%3D&xkcb=SoBe67M3EEVwqHQ3mx0JbzkdCdPP&fccid=20001ab64f271f8d&vjs=3
84,Junior Backend Engineer,Optibus,,https://br.indeed.com/rc/clk?jk=81b0b02158f310e8&bb=oceovFpmjrG2Doo2XmsSX8gbkcZOZbhfKqWErKwcRV2ukmSsmbEayECFBA45DqFJ0zagPBrbMoj7Ivj6DV9SwCwaDLJnR606he7LFTlDhuo%3D&xkcb=SoDq67M3EEVwqHQ3mx0IbzkdCdPP&fccid=8b9649bd05732480&vjs=3
85,Analista de BI,Vitru Education,"Maringá, PR",https://br.indeed.com/rc/clk?jk=761ead9f0ae69c01&bb=oceovFpmjrG2Doo2XmsSX86D8mWx4uW-Zg4qaf5BnIKzbhYBrBjw6MAmwytIrzjGw1VscGMb27OvQf63SN6yFYUND_WjYnxblazCV5T7PEY%3D&xkcb=SoBk67M3EEVwqHQ3mx0PbzkdCdPP&fccid=c9b25dc14039ed39&vjs=3
86,Backend Developer - Customer Success,QI TECH,"São Paulo, SP",https://br.indeed.com/rc/clk?jk=953f44b2067354d7&bb=oceovFpmjrG2Doo2XmsSX2FyT8FHeO0aJfdzrow-g4xt_MSta8pYfBnw_eQKJzv-uPDpJzhYabPNpwjNV-4bZJE1ok22pWcAjomhTtIs32M%3D&xkcb=SoDQ67M3EEVwqHQ3mx0ObzkdCdPP&fccid=adac0a28bbf5a372&vjs=3
87,Engenheiro,Curriculum.com.br,"Home office in Curitiba, PR",https://br.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0AmaNMv4sr92vlelJD9HsDFX9e0FVUO2yM-5PrIgeUEryFidD_uEQ4rbuAgRgn_FAOE-zL8fQdsebRADgYOS0hyxNomo-eZCcpd-5P3pJ0YuO4ArIBLmcOfyo-TeHLsNQ1D1pfNPMll6sJLizTCxO6NGlmSkTq1CVb4WVT-vxL3cbeDRWoQuN3UEIOzS5O7GVp_D7FPAluSf9pySjrS8DRL3NEX6c5jRDiThKRgMOzT94999OZpl0KKJwvBsmUh3pjB3UgtpL5qZNBTn7z4MflAhZTQg2B-_jLCDKqfBm8Ne7Ff-w0DlHmffsBt0E0_XUlzMG0yojUd3G1I2GXvOvZYflzHvWmBxp_9fhjlpA4F30u9mOEuQ9f2sRUsmqyht-WteEOdWZ3j212TD_Lr0BoW5CykeSmyo6nmXzvU5ve22pwuNfI0wCIsRI8icQntikx3K3-FWy_64_6H6XWsk8MVo6PUJ8tfS7HCWwW6qxiV7mib4knfsvYDPgm_OYmNv6zy36qm2FXHftEoxzJGAAjCTy2n2ek9VMLAeFe5lWsf6HNIg_eRJ1YE9Rw36uBUAI_QojRxfW6zhlHD7qV2abNMCTOOlgWclRaRYnVeqyGSdj2LiMoF1CHfS8cYzn-sZmgb_r7NFdK3LFbC5w4JV73ASC-aVwxBis8e68v7ca__JK-wuHhxm5Ee3ZRVpxTuXsbwCdXMDEj6x57cBBQbwclak7GJJpwA2AEGkKjZQzQGq4XwoyZlLo8RP2EhRoNGOv21sxJNGu6c-i-gSClQHWkdXacRFDjo88vNpc4_UcnSREckNlTZrPtoc1BcrJHjfA7nW1Y2FaRU7dHKLY0i_FrA29y3a-bhp_xQnG4wpV5w_tboiLaYEkqWd630qS_eUE61-FOWcp8qrex9hCQQwcerWMB9spCGwTNzKea5VAX84YbSzIHPgkZ3nGWMxJZzcX5lFeSJDD2RL5OFDpxnQEFa9nivhtPNKj0r_PAgwVSY1gMzikGKqDUVu6sB47HkWhs=&xkcb=SoC56_M3EEVwqHQ3mx0NbzkdCdPP&camk=CPChkbYSGj__PYkw5istSA==&p=12&fvj=0&vjs=3
88,Desenvolvedor junior,Netvagas,,https://br.indeed.com/rc/clk?jk=7892699c92c54498&bb=oceovFpmjrG2Doo2XmsSXyefkLn30bxEoyRoWWpVKJytsxp86wdnjQoBo8HJP1p8h3coE1GCeNpxhI-FgKkDTSu3BOZdyvGmTR2i-8A4jmc%3D&xkcb=SoD567M3EEVwqHQ3mx0MbzkdCdPP&fccid=248e71f02a698bfc&vjs=3
89,Desenvolvedor RPA/API (Integrações),innolevels,,https://br.indeed.com/rc/clk?jk=dde942c9860d1a6e&bb=oceovFpmjrG2Doo2XmsSXzAxqteURuHv_i8x_XBPZUnXbARpF3lOz92S-qtp3S7zQ8SUi1yCdbUWsN1AO3Amw8icolzrVM32Ea4L_Cd8BO8%3D&xkcb=SoAQ67M3EEVwqHQ3mx0DbzkdCdPP&fccid=b98f3184c24b89e7&cmp=Innolevels&ti=Programador+%26+Desenvolvedor&vjs=3
90,E&E - Desenvolvimento Software (Sistemas Combustão),AFRY,"Curitiba, PR",https://br.indeed.com/rc/clk?jk=25a3522f03308bc1&bb=5W7vGw0C5BZl8LqE5U4RULQY2VIoYWT6PtGKorKdrOTb9cWABdThc1S2WpL1FJG1wsVWsORpQ9K8uH5c5FdWxMOQAmYFTWZdi875aFu6Nqw%3D&xkcb=SoCl67M3EEWNNwQSBJ0LbzkdCdPP&fccid=a05b8f26580d8624&vjs=3
91,Analista de Dados Jr,FitBank,"Russas, CE",https://br.indeed.com/rc/clk?jk=510f3d68869e547d&bb=5W7vGw0C5BZl8LqE5U4RUOGm0NvLPJba2fQtTk0ilCNWECXR743Y3hlC090udv2XDHPb60VYXqEKCbc7wW7GCuR4M_RwYpmg8S02UQoeWWA%3D&xkcb=SoAR67M3EEWNNwQSBJ0KbzkdCdPP&fccid=ada2531e069c834b&vjs=3
92,Assistente de Atendimento - Suporte Técnico,Cobli,"Home office in São Paulo, SP",https://br.indeed.com/rc/clk?jk=ff5e2632d09e84c9&bb=5W7vGw0C5BZl8LqE5U4RUNZhA2TgWVP9pYF82GWczU6oAaWk8_aKqWKwXhovNJrldX-IIvyT_6tB4Nbesy09jMSPNXTOVNZ6yaFr4zk1yyQ%3D&xkcb=SoCM67M3EEWNNwQSBJ0JbzkdCdPP&fccid=a793438efc260ec2&vjs=3
93,Instrutor PYTHON,Informatize,"Novo Hamburgo, RS",https://br.indeed.com/rc/clk?jk=f16d5e82bdc56421&bb=5W7vGw0C5BZl8LqE5U4RUNoicpRqbTQF4fCnN98dcH6cYDBcahN_IHk1oZoZ3n7qIoIFnLRnS4bT9PnedyfLKkODvvsJwDlnq6P7RO-MlWc%3D&xkcb=SoA467M3EEWNNwQSBJ0IbzkdCdPP&fccid=df8dab4849286e41&vjs=3
94,Professor de TI,Camila Assis RH,"Home office in Grande ABC, SP",https://br.indeed.com/rc/clk?jk=aca33188082a4689&bb=5W7vGw0C5BZl8LqE5U4RUCGHpLFXk-Qf77FFzN11wgWCiXSpaQ4xL-dXMknwktXpYdXGza3REGnkRBlFTOUzQZb4WNgc2iqBQ7fIrilPTuE%3D&xkcb=SoC267M3EEWNNwQSBJ0PbzkdCdPP&fccid=91eb1e4af1c43f83&cmp=Camila-Assis-RH&ti=Professor&vjs=3
95,Backend Developer,OpsBrasil Serviços Cloud LTDA,,https://br.indeed.com/rc/clk?jk=e265271f401182c3&bb=5W7vGw0C5BZl8LqE5U4RUCW2bFr7SGAWH2TBoMg5BYsSrE4_WsnwDtRDj504i1Th5Im1ZZuGMf3FNGjZag-DH_xywN7fClQbZF0Bbpbe2nQ%3D&xkcb=SoAC67M3EEWNNwQSBJ0ObzkdCdPP&fccid=dd616958bd9ddc12&vjs=3
96,Estagiário (a) de BI - Fortaleza CE,Grupo Velas,"Fortaleza, CE",https://br.indeed.com/rc/clk?jk=c1fbb67736b596e4&bb=5W7vGw0C5BZl8LqE5U4RUHvDXYDIvZkU7WrbrgCfrTe9zDMprpSL9GSHBJt-GHpsaDLPGm3SQlet0I5aB3ODNvHoznEP9l7cFIv-lB-yWnQ%3D&xkcb=SoCf67M3EEWNNwQSBJ0NbzkdCdPP&fccid=74209eddc645a98b&vjs=3
97,Programador Web,CF soluções,"Pato Branco, PR",https://br.indeed.com/rc/clk?jk=abbad501bc5a513e&bb=5W7vGw0C5BZl8LqE5U4RUE_c5ysyRWsCEAHZRxt1WmeyPgb-NRNg__gFeSkczNjiRktKVus6esk39n1wcsIW1obtMZsYrYMDHb3WpuI8rZc%3D&xkcb=SoAr67M3EEWNNwQSBJ0MbzkdCdPP&fccid=64d6852690917549&cmp=CF-solu%25C3%25A7%25C3%25B5es&ti=Programador+Web&vjs=3
98,Python fullstack Developer,Bhuvi IT Solutions,"São Paulo, SP",https://br.indeed.com/rc/clk?jk=83a03beeadcc263f&bb=5W7vGw0C5BZl8LqE5U4RUBHTXReSbeYH-wFxw2usnV88xlUnRkgmvtmQfNrrg8xeuRoUvdo1wFjqYMHINrsoVMOhdorUbckd2ZLN8tWpwjM%3D&xkcb=SoDC67M3EEWNNwQSBJ0DbzkdCdPP&fccid=686db7fd9124b26b&cmp=Bhuvi-IT-Solutions&ti=Full+Stack+Developer&vjs=3
99,[MGI] Desenvolvedor Python RPA - Sênior,First Decision,,https://br.indeed.com/rc/clk?jk=bcc24e175febb540&bb=5W7vGw0C5BZl8LqE5U4RULt-UAatXa383z_lU8HJECydHM0Zvv_z_beTYDRHuAHLw9VIQCt73xBly8wndY_MOto8KiPzbln2peHrespUy74%3D&xkcb=SoB267M3EEWNNwQSBJ0CbzkdCdPP&fccid=79b0e004e2699bee&vjs=3
100,Pessoa Analista de CRM,Nação Digital,"Home office in Maringá, PR",https://br.indeed.com/rc/clk?jk=9007ad3617498d14&bb=5W7vGw0C5BZl8LqE5U4RUFd6GNYa057eCSyWOWySaBittDL4dymhsv0mUSj8QxWVGzsWYvGRLQWPQ7VH6DXS4bNoFVrIRorQPqI5d2M0jpc%3D&xkcb=SoDr67M3EEWNNwQSBJ0BbzkdCdPP&fccid=45bb384ade2d7892&vjs=3
101,Analista de Desenvolvimento Backend JavaScript Sênior,Claro,"São Paulo, SP",https://br.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0DK20QmcZKVx9LjbuC-u5lB3rxeJCP2k8q23I1ohXQB_Ju63qY-73nzSCYa_ovISxaD8r5l62dijdp8WaI-D6nybDugVPCZywcudKnbxQU_irlBCCGE1KL0PFRL3lx1HdUjDgmfNX33kwx5P6ggeT2LYc9imFZbCUWN96sYCbV0n06VcbfvLpPkhZEny8jCD_q4qlc0hbVH3YONFJz33O6WIS8HhMZD_Du43GIFJHLcWcQqlY5BBa5t-K9lggRHSfQFe7iY3T56l5Zh982jwR9UoAgAXDpdn9eodp1VYXyM4SVBjS1ZdjZwxCkb4AJcIm9TvLQ8FjFP2gk0Y5IDrFjwznaJAlL4fVV7cGKmWd20iPBrgsBVOyg-2o1J8TJVtoIYLZ0dxDX6sBMh0q0Jcx3gt4KvE_Q6HuagtEk7fGfhBNEL089sAqoZaPVb0qGSZvx-Onoq9lkFS2T9lVuUOoa8Fh49fRKTTBPnlZrvTaK_yYN0Z0WWuQYNavg283WXTvfzBWLkc4D3OwYxItqsLtXCKlT63_P3IQGZywHjcq2yRZWZb5w52k-Aa9mC-T7NmyMNyruqJz2phTB21YrupanNXDBJZyuhg8HFt4TEbpPPMuuQYBc9n1I4fg-Ed2Cr1cYCTqdA8LYCbZxNEaRymwRbiB1LP7hFmes=&xkcb=SoCr6_M3EEWNNwQSBJ0AbzkdCdPP&camk=f416UQcMBpCyHBBQIiYA2Q==&p=11&fvj=0&vjs=3
102,Pessoa Desenvolvedora PHP Pleno,Way2 Technology,"Home office in Florianópolis, SC",https://br.indeed.com/rc/clk?jk=435cf2bfad046ff5&bb=5W7vGw0C5BZl8LqE5U4RUOGm0NvLPJba9s5vbmY3rsOb9v8IS0A4nBwqpcymfcP1mbblQM040y4yGFCRqhWhDTW4KzjghCfoxu7LE-CW41Q%3D&xkcb=SoDR67M3EEWNNwQSBJ0HbzkdCdPP&fccid=4cd2b82ee1c13cd2&vjs=3
103,Analista de TI,DIAGNOSE - CENTRO DE DIAGNOSTICO POR IMAGEM,"Maceió, AL",https://br.indeed.com/rc/clk?jk=dbb80694a5fb8ee4&bb=5W7vGw0C5BZl8LqE5U4RUHLGrmNhwEDImkjRCN0_QYaLyVhfA_YPEUSleN8S8WCW38sUcE3dwgTq7xSo9tqas8UJa98ub8tQlN1gMUX0S98%3D&xkcb=SoBl67M3EEWNNwQSBJ0GbzkdCdPP&fccid=dd616958bd9ddc12&vjs=3
104,Desenvolvedor(a) Python,XP,"São Paulo, SP",https://br.indeed.com/rc/clk?jk=2a6b835c9915cc66&bb=5W7vGw0C5BZl8LqE5U4RUDUsuwkxoubvWToB7yCtGZItCTW5jSsKtmWHu3goGzXtGNfS9TgxwQxfhlhV4YCgar9oPbn5KTz2UdIERtKzENk%3D&xkcb=SoD467M3EEWNNwQSBJ0FbzkdCdPP&fccid=53fac3ef8e00e16f&vjs=3
105,Analista de Dados Jr,FitBank,"Russas, CE",https://br.indeed.com/rc/clk?jk=510f3d68869e547d&bb=k_DW4t4-ogckve7ogRO-Jv4s5HRCSwFm6M3SXrkn8xK5mQVqdgjbUFHa3UF3vbZt2EyypiXt1f3IEhcWFBXcHXwM8KDH68GeaE6h7zuMJA0%3D&xkcb=SoCZ67M3EEWKQcQSBJ0LbzkdCdPP&fccid=ada2531e069c834b&vjs=3
106,Estagiário de Desenvolvimento Full Stack com Foco em Automação/Trackeamento,Persister RH,"Fortaleza, CE",https://br.indeed.com/rc/clk?jk=e32fe2042bbf995d&bb=k_DW4t4-ogckve7ogRO-Jj3arNphwYVETErLkDqh3vvIvbPknLiMy0f1HV7tcRqE3WBiomVyYq_56vrmaDLmZNpdrtUmuu8xfZpTJZqtjoQ%3D&xkcb=SoAt67M3EEWKQcQSBJ0KbzkdCdPP&fccid=2ebfff5654b37fd3&cmp=Persister-RH&ti=Desenvolvedor+Pleno&vjs=3
107,633 - Estágio em Análise e Desenvolvimento de Sistemas,Vehlor Estágios,"Maringá, PR",https://br.indeed.com/rc/clk?jk=1777aa0b93e2c601&bb=k_DW4t4-ogckve7ogRO-Ju4H8MRn6oTtuAMkB22oHCHjH-rYVoM2NfYtmeF9E1_d-bDhCcrVNaPKXim4EaSAjzzjpUFw589h9ztr6LgAyJg%3D&xkcb=SoCw67M3EEWKQcQSBJ0JbzkdCdPP&fccid=b2230c91daebe305&cmp=Vehlor-Est%25C3%25A1gios&ti=Analista+De+Desenvolvimento+Sistemas&vjs=3
108,Estagiário(a) Desenvolvimento Software Embarcado - Comm,ART - Alta Rail Technology,"Colombo, PR",https://br.indeed.com/rc/clk?jk=87ffcf1f97c9b8c2&bb=k_DW4t4-ogckve7ogRO-JkJn5WlBkYRgXVWOkLHh6N1lmpFXW2BKxZMAtlzXanSqed7StA3toURdGIhysHCFs5TvHC6XSvx47WUQUBORTYo%3D&xkcb=SoAE67M3EEWKQcQSBJ0IbzkdCdPP&fccid=c8178b1178476960&vjs=3
109,Analista de Desenvolvimento de Software,TSA Tecnologia de Sistemas de Automação SA,,https://br.indeed.com/rc/clk?jk=4efa26bd75655f32&bb=k_DW4t4-ogckve7ogRO-Jk5IHbRrXh9X_1n6HpnQ7rj2f9DU0WO05LPaOu_Rqr5mEu30a7CTAB_lX0CXdxT0y8VF2MBu77wGoEwIC8UoAc4%3D&xkcb=SoCK67M3EEWKQcQSBJ0PbzkdCdPP&fccid=bdcd8b09ac339e36&vjs=3
110,Estagiário Analytics,SPC Brasil,,https://br.indeed.com/rc/clk?jk=a1cf39f91ff5b84b&bb=k_DW4t4-ogckve7ogRO-JodLLm3bzFtghjTF4v2AYwMLRL4h9ff6xZgFEbRDzjV3XZ8GBnajHIhl3bah96_5dYz4eNHcxkzB_Bs4c29KM4g%3D&xkcb=SoA-67M3EEWKQcQSBJ0ObzkdCdPP&fccid=d829f1c4affe200a&vjs=3
111,Analista de Desenvolvimento Jr,CSD BR,"São Carlos, SP",https://br.indeed.com/rc/clk?jk=cbf6d97a4378dc16&bb=k_DW4t4-ogckve7ogRO-Jm5Vey-aeF_SaqC00IFRucR3wnShE6tIGe5JQjYfCT0kjulWAFSRru_HD-P35_rYFE3eCPvXvqCH_bcXkWGIpeE%3D&xkcb=SoCj67M3EEWKQcQSBJ0NbzkdCdPP&fccid=9c97738cd1e13622&cmp=CSD-BR&ti=Analista+De+Desenvolvimento&vjs=3
112,Analista de BI,Heli Brasil,"Itajaí, SC",https://br.indeed.com/rc/clk?jk=7de2df303fa7488a&bb=k_DW4t4-ogckve7ogRO-JmoPHnWdfY_eotgBcVETiK1wtkzqsXbDw9wH5l1YyGtOVztSPQe-GXYHqFQfCLgoSIRk_yUl6UtorIvOYALr4b8%3D&xkcb=SoAX67M3EEWKQcQSBJ0MbzkdCdPP&fccid=d68be1651aca9253&cmp=Heli-Brasil&ti=Analista+De+Bi&vjs=3
113,Cientista de Dados,Inovally Inovação para Transformar o Setor Público,"Home office in Cuiabá, MT",https://br.indeed.com/rc/clk?jk=589b5e6a53e66930&bb=k_DW4t4-ogckve7ogRO-JgKDOd2dAVwXekkKg6ZoCzSRu4ZF0s24nkfMdaUdJa7gNMxKGWrH-l6g3TPzoxdBxwT2COFvwUKTtE34KH_8o14%3D&xkcb=SoD-67M3EEWKQcQSBJ0DbzkdCdPP&fccid=dd616958bd9ddc12&vjs=3
114,DESENVOLVEDOR PYTHON – SÊNIOR,Tria Software,"São José dos Campos, SP",https://br.indeed.com/rc/clk?jk=7750470a77312a17&bb=k_DW4t4-ogckve7ogRO-JnMDNjKgUJ77zTEyOnjCbM9AtzNxLQzGVi5QAS-X8_ggvvCI7CrJG6uuY4ykATxHPZD4RMGp54LrqKm8tkpQaQk%3D&xkcb=SoBK67M3EEWKQcQSBJ0CbzkdCdPP&fccid=3a21a11aa04a6493&vjs=3
115,Pessoa Desenvolvedora Backend Junior,Oportunidade Mercado Bitcoin,,https://br.indeed.com/rc/clk?jk=78f11cfc34ec7305&bb=k_DW4t4-ogckve7ogRO-JhAccsxjt2lws3SFwosQvU8dsg2u-ohYGvHKI3o6tmOvzLlPw12W4gA8ExoCFDv6VyXnUNbW_nx_Tm9fj71Wv5I%3D&xkcb=SoDX67M3EEWKQcQSBJ0BbzkdCdPP&fccid=f12fd580c85357c2&vjs=3
116,Desenvolvedor Python,DNA FINANCEIRO,"Sorocaba, SP",https://br.indeed.com/rc/clk?jk=a3bf4756bebf2cd9&bb=k_DW4t4-ogckve7ogRO-Jkuy4aRO3Z9cSLp0NMs9gFOlEmje9vao_mKPe561xoIyFErc1arXM9RYdPYWyGsZKOh3dpgDm37BQOXy1dCJXcU%3D&xkcb=SoBj67M3EEWKQcQSBJ0AbzkdCdPP&fccid=86e2af0ce5adc593&vjs=3
117,Desenvolvedor Python Senior,PISOMTECH DESENVOLVIMENTO E CONSULTORIA EM...,"Home office in Uberlândia, MG",https://br.indeed.com/rc/clk?jk=2217d2f54417e929&bb=k_DW4t4-ogckve7ogRO-JhfDBxeNyz5awJH2M2gbR6s_cKkPZPGEuSABMwNh45EHb-JLig2LHTIntOkEVhq060XIl8FjtFOlac79lacdK2o%3D&xkcb=SoDt67M3EEWKQcQSBJ0HbzkdCdPP&fccid=dd616958bd9ddc12&vjs=3
118,Especialista de Dados,Trabalhe na Mills,"São Paulo, SP",https://br.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0ABTs8d9N4U2iifcr74ETuZT-Y4vYqfWIsVuxzdgHjj9IWnfPhyy9GZd_xDGsh_M1KYuOEme-U44hH1wcmhGkgqcEBxB3dNAnmFsueCGosZ1lYV0cTsuBHdeOc5X4F1_j0ybL9nkmLKEoRnLg0PtR2bvn4KlJkM74wFAfTTYKn0jGIwfFPhAKNNWcbpXkbjlxtcEPiffbGY2hHxSyzD5b1IW3MmI3BGFvvUooMoy5sam5s4FDPCh7csju7A3qvT__awMso4Gp-EZZLmpmNSrP9zGM4R4Sp4qJCrdMx5OmCmZe0JUNytljxPud8OppO6aVBRGva7vOCBsSVhz_f6w2B0iEa3Io0wKnHWsf_ixZhryVzp8qdy9uAlwWa96Zj-NLRVRX08xkd-KxW8nvACBgPJX5_rCAPwmrZHo0nUl2XnBoqbJ5wEAE_OxpUkd97YWtNP4bMCEFg8vTd_C9zDZXEvwof4-VGhA9lsTatn6NhxINSnYkjiuein9vwipLIfl7wYTSRXYNg5lUcGw6VqJhlHEE4CJaddDZ62z_mgSa9CptyDVrW62NunEUbeo6o_uKYi5H-gMTnuHjkCZq81tAxgWGfNKrQG-nJv6g3GYxc1QYkhrditZarHgi65jrXJFIIi0OfLWXLXOMKJDDdXGyCc0VgFcCeM4LY=&xkcb=SoCt6_M3EEWKQcQSBJ0GbzkdCdPP&camk=H-lBaXMUocIt9vGL6NmfnA==&p=13&fvj=0&vjs=3
119,Programador python,CAVOK AVIAÇÃO,"Pinhais, PR",https://br.indeed.com/rc/clk?jk=dbdaeeffc3fb3ca1&bb=k_DW4t4-ogckve7ogRO-JkYSgT70t0WUgeTIpN96XfksEjbR0WxeMrRNyMtKy1-ESVSrva9xK6EEPbWBiRC2fWRN2ag55c1kP5u8N9tSBy4%3D&xkcb=SoDE67M3EEWKQcQSBJ0FbzkdCdPP&fccid=ea666f11ce6a4f11&vjs=3
120,Analista Desenvolvimento Jr,Tarraf Empreendimentos Imobiliários,"São José do Rio Preto, SP",https://br.indeed.com/rc/clk?jk=91bd1218207bb4ca&bb=QKRn3iF09_oAf1MAIGkEKfLYqp2C758Xmh1U6zuxl69GlN8_0cDKN8odzWZ-LY7NB9lOvhi7TkVxQcIiVdDSHRGFBcdT8m_5Pcu3CGKh9qc%3D&xkcb=SoBc67M3EEWJGHQ3mx0KbzkdCdPP&fccid=e1dc47ab7b04aa94&vjs=3
121,Analista DBM Pleno,Meeta Solutions,"Home office in São Paulo, SP",https://br.indeed.com/rc/clk?jk=d272169879c2b138&bb=QKRn3iF09_oAf1MAIGkEKbI-MS2WEZCRnBs_wUEUJRHfSiHll0j9rt2iQT-AqGd4cFRzOG4XbICHtzpt-AkkO5Fg2vkGvQ4drC83m8piUqg%3D&xkcb=SoDB67M3EEWJGHQ3mx0JbzkdCdPP&fccid=59626df532784a1f&cmp=Meeta-Solutions&ti=Analista+De+Marketing+Pleno&vjs=3
122,Analyst – Managed Services (PMO) - Brasilia,Visa,"Brasília, DF",https://br.indeed.com/rc/clk?jk=2543d43f0956a061&bb=QKRn3iF09_oAf1MAIGkEKbqzYbs7JdIJ28fOXZnsLZUEjvJaUrg8CKY38EUHp0fqN0H0RNKMWiTbINdI0qcdziw64CJVBFs-P-Q09QodxuQ%3D&xkcb=SoB167M3EEWJGHQ3mx0IbzkdCdPP&fccid=a3f737e511d9fc8c&vjs=3
123,Data Engineer II,Zendesk,,https://br.indeed.com/rc/clk?jk=633287a799d3cb02&bb=QKRn3iF09_oAf1MAIGkEKVmrWwjnToyLDcqD0GXW3k8hVcFb7s-oT0zyIO6qqNwRh8CbDkId9RoqilrIPdIR5lFFCBpCsQL2KrnZtVGK9R4%3D&xkcb=SoD767M3EEWJGHQ3mx0PbzkdCdPP&fccid=41e8f9abd9840a7a&vjs=3
124,Analista de dados,J.Assy,"Caldas Novas, GO",https://br.indeed.com/rc/clk?jk=8e82a51b1778d719&bb=QKRn3iF09_oAf1MAIGkEKQL94RSohVHdvOs0ztl2bWP8fxlRCtYicKlgnmgbpPcLxQVMJf1WTpSYb28r-ewdwz6XAV5UqOxoCcku1QGEKJE%3D&xkcb=SoBP67M3EEWJGHQ3mx0ObzkdCdPP&fccid=f54a82368281b1e8&vjs=3
125,Senior Data Enginner,Intelipost,,https://br.indeed.com/rc/clk?jk=8aa1c9d28091f649&bb=QKRn3iF09_oAf1MAIGkEKX_8fmSrB4Q_pM3CXG3S2ylFH_saMlUoa1iHpwg557RN10MF0BmXStZwJCaZf2fowo3K2B3Epg-y5rplSI4p1Nc%3D&xkcb=SoDS67M3EEWJGHQ3mx0NbzkdCdPP&fccid=1cb1d80825ef7887&vjs=3
126,Desenvolvedor Python Sênior,PLAND TECNOLOGIA LTDA,"Home office in São Paulo, SP",https://br.indeed.com/rc/clk?jk=4a33ab0cc67b14d3&bb=QKRn3iF09_oAf1MAIGkEKZWxUf0CH4zr93xbinfOryJe9ktRYeGgk4wj5rc6_2T5yRMN4vKlmbFRxHuPC2zziHbtPLSm36X2pz9D70xHWko%3D&xkcb=SoBm67M3EEWJGHQ3mx0MbzkdCdPP&fccid=dd616958bd9ddc12&vjs=3
127,Analytics Engineer,Maxxidata,,https://br.indeed.com/rc/clk?jk=96881570014998fd&bb=QKRn3iF09_oAf1MAIGkEKREDyBEjdPF4f1DvCoytFmWXZrThzY3MG4Y7xhDqAcW21eNi_3NJeuWzp3QWcofZ1BkynSw02lS0xwzu4MAWDeQ%3D&xkcb=SoCP67M3EEWJGHQ3mx0DbzkdCdPP&fccid=a15d8bde8124b687&vjs=3
