job_id,role_name,company_name,location,link
30,Desenvolvedor Full Stack / Python,B&Q Energia Ltda,"Eusébio, CE",https://br.indeed.com/rc/clk?jk=b49d53b4abdd35fe&bb=hRLLMCBsoEzXYI7WQg0T0UL5-Svp5Qs0PHMUaBT0G5HuiE4OtrE-tBvGH-sueKzViV9DKZNrV3GwlcOi_mOmgrNqP58fkYMHTjqmzwZQIvU%3D&xkcb=SoCH67M3EEV186WYIh0LbzkdCdPP&fccid=63df3054c5d0cb6b&cmp=B%2526Q-Energia-Ltda&ti=Desenvolvedor+Pleno&vjs=3
31,Desenvolver (a) Python - Scraper,Shopee,"São Paulo, SP",https://br.indeed.com/rc/clk?jk=159bf350bb3d7813&bb=hRLLMCBsoEzXYI7WQg0T0Qi5y5J79kM1-IsCwZza1YZkhKnf8a45_G14XY6ZAfv3pgAXxA9MGrXV4dKVCoR_Vq_WcH7-iywok92MYdisSTA%3D&xkcb=SoAz67M3EEV186WYIh0KbzkdCdPP&fccid=0b476c4a7add47fe&vjs=3
32,Programador (a) rpa júnior - 100% remoto,Netvagas,,https://br.indeed.com/rc/clk?jk=256a0a51c5184ef7&bb=hRLLMCBsoEzXYI7WQg0T0ZOujw-CkNtl0d_nAOj98pe3SBgLU-nTyMLDp8zFK0TMz8Q6tRo3L_doy5IbuZPxgyJ75GdRE1cUSUpRYzJC6B8%3D&xkcb=SoCu67M3EEV186WYIh0JbzkdCdPP&fccid=248e71f02a698bfc&vjs=3
33,Desenvolvedor Python (PJ/Remoto),WK Technology,"Home office in Florianópolis, SC",https://br.indeed.com/rc/clk?jk=224e43b17ed49c0c&bb=hRLLMCBsoEzXYI7WQg0T0aBf6p-S47gZixpIQ1lWvaX-1fl9f6GOqdMuUq2IaoUvZ8OhN_8_5M3wPzai7SmvVljzkaQqoknPVtZ6hbKIJ8s%3D&xkcb=SoAa67M3EEV186WYIh0IbzkdCdPP&fccid=3da73b3bf5b8c3fa&vjs=3
34,Desenvolvedor Python – Porto Alegre – RS,BuscarVagas - Empregos e Consultoria Brasil,"Porto Alegre, RS",https://br.indeed.com/rc/clk?jk=6a937d803d54807c&bb=hRLLMCBsoEzXYI7WQg0T0Wn8-_1Pe20ef2cynoZ4J6FGRmB2RHhlra3ZhvxFHzmIQclzV-tezj2f1KNn0cgrmTOxq5B9RwXBK6Pwl8tmOcs%3D&xkcb=SoCU67M3EEV186WYIh0PbzkdCdPP&fccid=dd616958bd9ddc12&vjs=3
35,Programador (a) RPA Júnior - 100% remoto,DOC9,,https://br.indeed.com/rc/clk?jk=c7c8fe73e6379bae&bb=hRLLMCBsoEzXYI7WQg0T0Z4txX4wobcfXwI8ZkW_SpWm9Zl30C3COsbYQ1bobPSkGqc9Ceid6kn9NkiOubE9rNDibKniUafSJdo1zq94kO4%3D&xkcb=SoAg67M3EEV186WYIh0ObzkdCdPP&fccid=e470deb6ae1322a1&vjs=3
36,Analista de desenvolvimento python pleno,Netvagas,,https://br.indeed.com/rc/clk?jk=c12515f5a768eb92&bb=hRLLMCBsoEzXYI7WQg0T0ZW8fS-shKzRETEI--R-Xk2Xb0JokmCfsrmKg76JmfRXhTzqHnEqdAuKKEzwPoIj5rboyZlBHlsyl_vMzDZLuVs%3D&xkcb=SoC967M3EEV186WYIh0NbzkdCdPP&fccid=248e71f02a698bfc&vjs=3
37,Analista Desenvolvedor Python,innolevels,"São Paulo, SP",https://br.indeed.com/rc/clk?jk=1015b3aec1068560&bb=hRLLMCBsoEzXYI7WQg0T0XYPN478ut1RJTcm1wfqLXxAK4ERMRiGPbWdYMiGQ1dSM53ETyOGR9y2EBrXmF_5r7L-H0qlnh43dNkZsJMNVXs%3D&xkcb=SoAJ67M3EEV186WYIh0MbzkdCdPP&fccid=b98f3184c24b89e7&cmp=Innolevels&ti=Analista+Desenvolvedor&vjs=3
38,Pessoa Desenvolvedora Backend,Bild Desenvolvimento Imobiliário,,https://br.indeed.com/rc/clk?jk=ed4fc3e6a38563bb&bb=hRLLMCBsoEzXYI7WQg0T0ZMsTu8hujDzQ0IX0XNcGDkA0uIf4KihNBsSp4dXybQiFG2RO_DPcws0xs1kZu6_9dapcy7EyyX_9ceNHMy8Qto%3D&xkcb=SoDg67M3EEV186WYIh0DbzkdCdPP&fccid=031362d948698b1a&vjs=3
39,Pessoa Estagiária de FP&A e Estratégia,Zoop,,https://br.indeed.com/rc/clk?jk=5c7766de7418eeca&bb=hRLLMCBsoEzXYI7WQg0T0UFvbEx1n-vSA-JZ1nnRxXhnsRjtGUDkVEfcUKmT8niLBMMqv0I4x5climrFVgps4HQSsAXcp8NeYIALNz1JkVk%3D&xkcb=SoBU67M3EEV186WYIh0CbzkdCdPP&fccid=17db650bc29ccff0&vjs=3
40,Desenvolvedor Python (Automação),innolevels,"Rio de Janeiro, RJ",https://br.indeed.com/rc/clk?jk=7f6e049557dc6090&bb=hRLLMCBsoEzXYI7WQg0T0cUREtXisygh90RL72VA8LK58XaCeFM5EgQcHssQdRzqLVHzeGQxKge_vuf306j55M7fwCAqnEZO4Sqni78owj0%3D&xkcb=SoDJ67M3EEV186WYIh0BbzkdCdPP&fccid=b98f3184c24b89e7&cmp=Innolevels&ti=Python&vjs=3
41,Desenvolvedor Python,Grupo LPJ,"Home office in Belo Horizonte, MG",https://br.indeed.com/rc/clk?jk=673d971751ec4bf4&bb=hRLLMCBsoEzXYI7WQg0T0UL5-Svp5Qs0pWEX_GVVFP-8r5yXkW0YFN4ezFyeLI_wEXyTqmO8ZLF3CjRn3SXJl-OEJ5fNEwZa9pc1vmp-mZo%3D&xkcb=SoB967M3EEV186WYIh0AbzkdCdPP&fccid=99e6f33a32f966a3&vjs=3
42,"Senior Solution Architect, Digital Solutions",Iron Mountain,"Jandira, SP",https://br.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0Cwe8439HdCXNeJKEICkYT4kLC4_Yw_fj0QDY5BdUxjDtTpp5aWOnjgXyELy8vS0KtVwFzy6w2oPGFGWi6xa40IPSagMU9XwJvLwX3i8bUE_j6Ik1h7pUNh4MLAm30g7ye3O7QgMKxt4NAYptDTLaJ113OWfR0ePpw7Me4_X2w1d6-NnSxBy4HsHeqATO5fWAQSTCxZY-WD2Io_3fh6hju4C7w-9htLGBW8gE3IQ523k4asdRriHl1YL6YdM6is7JSEjlADAVR4msjLS8QTl6VigK7D13D7w6XEaA86L5Cy6SYTQL9KN9p2hM-p9A61ioRzhJEKdZQk-oKnumZupfToLBNVGOvAxNiQtsOdFGu1XzKdenPel-5Ifn6W-pIEpTRshSgFGayKYu7jbaoq5bL0l9kCXCI6BrF7ECXTWouJENJUkJHu6sCEWsA83QmU0qTBIJ_rBYfIW1AnHJ9dYxX1FWHJtcf0G9Iq4dgaQfuwHyDhl3ThWm-tEaA1uPD-rONvNcJe0WssTIwzcNtIABvTAXgX4So4zLiq9ocg-XsW-raIoyDKM0I9xzWP6vIOBvuNdK8iZ7JEIe4VoHNRZ6sm23zc1Lby9h2pQ43wMKduzp6G0ATwmB686z6XcOfwpafP4fC2rgl2Bah7isXkVBV-fGrrdmqfaxc=&xkcb=SoAH6_M3EEV186WYIh0HbzkdCdPP&camk=xqnMBGaf-K9x8OYfmETqlQ==&p=12&fvj=0&vjs=3
43,Pessoa Analista de Dados Sênior - Transformação,Iguá Saneamento,"São Paulo, SP",https://br.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0AFOhHUk8GxuI0BE0NcpRQAu6H2nHH1eC7XQOW0ELqQTbtp6GQTY5VPkV95i9Nd0TpkVPfY180HxTzPVdlK923SnCLQ_ZZe6YJ_n3Sn0Nraz51CLMcvatoz55y-dWeGrbvi5pl6kDTIzERxVbiuU8wUEGyvpuzv1vsC5oT940mB-Nx6MLTAmLnoBsWiFmey8VAJ08oSn7DBQ-AP0uij7TTrvDGK75YGzDK-mWJ6jiqdwoYwkKMENI2xTeAHeaT8xwBl6C4MIv6lQx7O5_06p44_FOycHy4qy69ssrQR3m9CiPwjV392Em9qNaa_zNJpT1Ybj1rnZu5KtjhljRnlKxRuUcIR9GMKOlRPNFLkGFM8gZ0WKSkCPEBnTCbX-1bv-9CNHSBncOHbQDLdiJ3EouR9ydwArpW6aupHQiEIO_Gu2q14_-mshwUiZnS3ZtQFLraPeIv4UjcLoPSsouiofZrQUkgkHXAijBKQ14feZYyFeFS47MdDJT8JxgSGB-aPhtiFBoQPwHcHa92oH8zzr_iJapCNKIQvvFa-xIUzI8Sau8r9GPbmcpNIWvP5uzy9YHAmDGp0bIyH1IabhrnMeKqW75zYCe_mYR3HEPXznq87VlswsKooY2z-SGFvMupoHteG7AyV1qWJ35U3X-9oYrX5cEFyRJrIfSc-r09AKS5leuiLqHZytrQYcKlgXEOFF-NnFbnsk8Ld5iJh5mgwwIS7XoPaAzWizawBBD3JR9uhT0BmwTaQaD00A6qViIsGwEeG6gqpI-ixfz_fm0p4OEckhCP9PhTDSp0=&xkcb=SoCz6_M3EEV186WYIh0GbzkdCdPP&camk=tQsC0y0u1Lqv_IMMKIebBw==&p=13&fvj=0&vjs=3
44,Instrutor PYTHON,Informatize,"Novo Hamburgo, RS",https://br.indeed.com/rc/clk?jk=f16d5e82bdc56421&bb=hRLLMCBsoEzXYI7WQg0T0eQ1QiuZfk9h4rV2UoB-MymaeGntCmC-EGEdcJCIftHp5Qkn4Mj_6AcP7agCaAt9Fh6-xB5E90kdPRJ5cCtWuOQ%3D&xkcb=SoDa67M3EEV186WYIh0FbzkdCdPP&fccid=df8dab4849286e41&vjs=3
45,Analista de Desenvolvimento Backend,Inovally Inovação para Transformar o Setor Público,"Home office in Cuiabá, MT",https://br.indeed.com/rc/clk?jk=190f0cfcc9121f3b&bb=kZZYppRV-waTh89luft4UrO2PozL0Rm33QvSs5YFShu5tKqfmryjAJbJ5sXUHXbo7eP1XDf9tKJbY0IUfgztXk_3IkjrpilGcwP-upqCke4%3D&xkcb=SoDC67M3EEV09DRScR0LbzkdCdPP&fccid=dd616958bd9ddc12&vjs=3
46,Desenvolvedor Python,Netvagas,"Guará, DF",https://br.indeed.com/rc/clk?jk=6899586a6c475df4&bb=kZZYppRV-waTh89luft4UjxPU1LptNiCV9AphkgnSveEaG3bREKWEAaBOXTZPFaX2gcmKuyUb2k02rqs5xieMrs9wKb7Y0UrtpKRvnhHalw%3D&xkcb=SoB267M3EEV09DRScR0KbzkdCdPP&fccid=248e71f02a698bfc&vjs=3
47,Pessoa Desenvolvedora Backend Junior,Oportunidade Mercado Bitcoin,,https://br.indeed.com/rc/clk?jk=78f11cfc34ec7305&bb=kZZYppRV-waTh89luft4Uotdb2wLMmK_oH1t_NmJVDYmcevtyJNM-yhzcRV_Ai0NK0YNE-AGub8Q5Dm8f2KloNyp6i0VUfEjcZP9H1OLkDo%3D&xkcb=SoDr67M3EEV09DRScR0JbzkdCdPP&fccid=f12fd580c85357c2&vjs=3
48,Desenvolvedor Python (PJ/Remoto),WK Technology,"Home office in Florianópolis, SC",https://br.indeed.com/rc/clk?jk=224e43b17ed49c0c&bb=kZZYppRV-waTh89luft4Upr4sb5ss85uKMjgR2U5lro0K8c4gLzrGsY_MhG5-fKNHbNIUgEvaGbE0KBI98V7NkVofuLRYEoARc5zfoTm2i0%3D&xkcb=SoBf67M3EEV09DRScR0IbzkdCdPP&fccid=3da73b3bf5b8c3fa&vjs=3
49,"Software Engineering Manager, Intake and Delivery",Google,"São Paulo, SP",https://br.indeed.com/rc/clk?jk=8703a562932615b8&bb=kZZYppRV-waTh89luft4UkXZzvxiErkvlgfcYAGCwH16PKcAmZYO7kNAgQDrcrQFd9OxOUVPW3UbMFTH7w3ISlZayZGqRBMv4LYpPPVU7Cs%3D&xkcb=SoDR67M3EEV09DRScR0PbzkdCdPP&fccid=a5b4499d9e91a5c6&vjs=3
50,Programador (a) RPA Júnior - 100% remoto,DOC9,,https://br.indeed.com/rc/clk?jk=c7c8fe73e6379bae&bb=kZZYppRV-waTh89luft4UhqqZHKC-QYzU95g4iGU1VsdgNF1xcrzDnXidfytANrqB6U-XNU_kqfRtbRjysHdxNBgUBVYLhoIomumDFKfPaY%3D&xkcb=SoBl67M3EEV09DRScR0ObzkdCdPP&fccid=e470deb6ae1322a1&vjs=3
51,Analista De Sistemas (Front-End),Unilever,"Remoto híbrido in Aguaí, SP",https://br.indeed.com/rc/clk?jk=6d12b9a8c00873a4&bb=kZZYppRV-waTh89luft4Uj3zqD0XZ13NvRceI4NcqLT4N7Ep-4Q7jZ9d9N_f09y2YxtFsjtL6FsmiT4oBPcJRPPr7IWny-sHYw45ZHq6KX8%3D&xkcb=SoD467M3EEV09DRScR0NbzkdCdPP&fccid=37e886222e0cbb3a&vjs=3
52,Analista de BI,Heli Brasil,"Itajaí, SC",https://br.indeed.com/rc/clk?jk=7de2df303fa7488a&bb=kZZYppRV-waTh89luft4UrWoNZHlD0zh2H8QZJ7s3p0xLu1vWJ0kjqXITOsi9yC4SVggDgBgKupjpQbOemfuVs-8K3Uo5KHol-asBlbWP_4%3D&xkcb=SoBM67M3EEV09DRScR0MbzkdCdPP&fccid=d68be1651aca9253&cmp=Heli-Brasil&ti=Analista+De+Bi&vjs=3
53,Desenvolvimento Full Stack Júnior,Pix Force,"Home office in Porto Alegre, RS",https://br.indeed.com/rc/clk?jk=ccb19835be88f3c5&bb=kZZYppRV-waTh89luft4UqpDxqMZ4-5_9HRVNkr9U5NirocwqE9q6qZ1S5G0uB9NXZNdo09UgyWxKYXwH7OYJ-wKEhUJUXjNga4_SqBHabQ%3D&xkcb=SoCl67M3EEV09DRScR0DbzkdCdPP&fccid=71fa0d892087e788&vjs=3
54,Instrutor de Python,Cursos Tech,"Brasília, DF",https://br.indeed.com/rc/clk?jk=8875cd5bba60df2a&bb=kZZYppRV-waTh89luft4Uke1C7pEae--329QXy27M2snkf0Vf27zcosEdh3tc_2i3PmgjyRK4f7is3UHC9DVpjPqzolZchCA0XLmt6g32ME%3D&xkcb=SoAR67M3EEV09DRScR0CbzkdCdPP&fccid=06277b43d77dbb82&cmp=Cursos-Tech&ti=Python&vjs=3
55,Analytics Engineering Pleno,Transfeera,,https://br.indeed.com/rc/clk?jk=56c4a3979cc9eff1&bb=kZZYppRV-waTh89luft4UsGg3y7WyG4JUzLrWAWWhfPrIogm8qF14VD6AXUsj6weH_0rCBXY1RSLp2HfstlMTnWXHWNCSX9WDmTmEZR2Yww%3D&xkcb=SoCM67M3EEV09DRScR0BbzkdCdPP&fccid=f7c9a05a91286718&vjs=3
56,Desenvolvedor Python,Grupo LPJ,"Home office in Belo Horizonte, MG",https://br.indeed.com/rc/clk?jk=673d971751ec4bf4&bb=kZZYppRV-waTh89luft4UgKkI_M9f7P2HJUulyrKznZ-IBvycVVPvDKJJJsyca7iGdutvGVA4tZ-I6RaxBYIRkqPJuXFkYNKtW10lTWwWyc%3D&xkcb=SoA467M3EEV09DRScR0AbzkdCdPP&fccid=99e6f33a32f966a3&vjs=3
57,Analista de SOC Senior,Grupo NTSEC,"Fortaleza, CE",https://br.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0CppVJgKQzKF-AigKhU7s8eyBUE9xthPBAzOQZ8iP1LFvaSGYHlIQjQQfgiZcZZRhBCm-z_ql9oTopyqMhSDuCMX2EbOb8CRg_ezEJUVjspysXrTkEWtUhWgmmYe33tQfOSy_kAoIc71VEMqErCXyRT-pjxOj3kdv5h2QVN2xpqIcSPhgcuZt2S9ZtmZFgOlrG-R01wP8dsjl7TlqvmexYdozyweD9JYXyrgcoa5P3e_UUcyBopkJACaIMdTZHRP2yxT8HqyVf5qthd_ZrtpH58_wFwjC8hgSVVS803nTDNKqaZbXnUaI8tt9olrmzU6cLoMSJd20BPyC3rj_rwADPy2SkLYWcikoREGWnhTbfQlq17LmX-5_BT17GhMDFCaVp6PouATzL_MVvd6BwturGRw__QxXc9-sXc3EfnLZ4ihJEOC-IXMyqs9U_qCd_rRvLspc5FKm5qDUa28YvtU5aYncxW5ZlsT4xh_c-KqlweIj1J1Lp4UA6s1f1G_d-Q9xd7_MUariA_ftJEALnrBkbARGzZYKe3_o4EQDcpNywdMIPMWs1MbsMAKd1eOA3ySTx1IOd1hU_TPA6Msx2b7kPNfROCIoBGXh3L74n8MZ7-NWDJ65OHtYQz4tPRVjlgpE7M-kkmynzchhY6j-5ICAVgFcXgbPTNqGuZRnzVJ45wvcv42hlvbEdG-g4zuUS8ckjJAgxMuE1ytJYoVAqgEA56fGIMTAXV5m_rrecXlgq8ZhstuJyYTD51nU8McMHRJghAQmqmQImkWUeudrO92v-nzY7HDxyitHKdRxXNEIifBWXw2aGkDCpiaOiYKcR8Dolk3YHr1FunahhMYEDS5_jgVyNFp-yDTKqLccmwRn_yvY4xcdgDwlkg&xkcb=SoBC6_M3EEV09DRScR0HbzkdCdPP&camk=H-lBaXMUocIvYXQ9yYo1ow==&p=12&fvj=0&vjs=3
58,DESENVOLVEDOR BACKEND PYTHON PL/SR,Sinqia,"Home office in São Paulo, SP",https://br.indeed.com/rc/clk?jk=20d8e6fb24c040e7&bb=kZZYppRV-waTh89luft4Uj3zqD0XZ13NDBg2U7zOOA0CsBvXGLznQ41_QJLJ_FRrlo-kTSLyrlFxxDe6IuFtDflcnSih4UMgq3ws0LQNV6k%3D&xkcb=SoAC67M3EEV09DRScR0GbzkdCdPP&fccid=83849b17246b3c1e&vjs=3
59,Programador (a) rpa júnior - 100% remoto,Netvagas,,https://br.indeed.com/rc/clk?jk=256a0a51c5184ef7&bb=kZZYppRV-waTh89luft4UjA7pKTaWy21xBAFjlNO7MHRm_tTV46arkrILdqMq10PVyYc5ECbhuDp63_Q6J6JcYpFfYtQBrARA1O0fUZuU9w%3D&xkcb=SoCf67M3EEV09DRScR0FbzkdCdPP&fccid=248e71f02a698bfc&vjs=3
60,Analista de Dados Jr,IDG Engenharia e Consultoria,"Itu, SP",https://br.indeed.com/rc/clk?jk=356cb42907fa08ac&bb=uwtCrvjf1hzAbXPu2_oG6g6AeJ21DGkNU8PDJxCWh8dzPOyo1Xr7YDLcbKT3zpMV0dpJVwnjXhUY7IWtgcn73K8XWM-zcD7I-IClmWks0JU%3D&xkcb=SoAJ67M3EEVyAFxScR0LbzkdCdPP&fccid=f454f57bf606b6fe&cmp=IDG-Engenharia-e-Consultoria&ti=Analista+De+Dados&vjs=3
61,Estagiário (a) de BI - Fortaleza CE,Grupo Velas,"Fortaleza, CE",https://br.indeed.com/rc/clk?jk=c1fbb67736b596e4&bb=uwtCrvjf1hzAbXPu2_oG6m505B_NbIoTqvwSKfa4XoQ7zUl3cLy5OaH-U4iFcoXrrrMLYIX5oAhcdmOrlFZo6dDUfTi4MHnSS-AjxSdeDs8%3D&xkcb=SoC967M3EEVyAFxScR0KbzkdCdPP&fccid=74209eddc645a98b&vjs=3
62,Desenvolvedor Python – Porto Alegre – RS - Vaga,Divulga Vagas - Consultoria,"Porto Alegre, RS",https://br.indeed.com/rc/clk?jk=857a3d39cac5aa18&bb=uwtCrvjf1hzAbXPu2_oG6pQhCDbZ-npaB9llAtBxs8qhjOMX5GaRdyltjKxAZN61_c9AP4EEfyGGtEc3ZgJwfdUTHbyQWP-HOH9ljFBEwi8%3D&xkcb=SoAg67M3EEVyAFxScR0JbzkdCdPP&fccid=dd616958bd9ddc12&vjs=3
63,Pessoa Engenheira de Dados,Ewally,,https://br.indeed.com/rc/clk?jk=40eb80cca9ef664d&bb=uwtCrvjf1hzAbXPu2_oG6rdm4tK91cqHgVhJHhTM1Fwn_h0SF2DRO4pgo1OzL_sKbTjaDO141_xeCQf4QyLZLncZzkxD357l-i6EH4r1-Cg%3D&xkcb=SoCU67M3EEVyAFxScR0IbzkdCdPP&fccid=a5e5c22489d67da1&vjs=3
64,ANALISTA JUNIOR DE DESENVOLVIMENTO DE SISTEMAS - GOIÂNIA/GO - STAFF,Tahto - Staff e Executivo #VemSerTahto,,https://br.indeed.com/rc/clk?jk=4a9932cebcc4b95f&bb=uwtCrvjf1hzAbXPu2_oG6uSAPJRi1snrYmtTggsDAGxjE09HXklMV9K0l0EFKi5QeQnLyOqnkDVwn5ESNimLiqQ_ULScMwctFo60BFli8Eo%3D&xkcb=SoAa67M3EEVyAFxScR0PbzkdCdPP&fccid=dd616958bd9ddc12&vjs=3
65,CAS | Cientista de Dados,Sicredi,,https://br.indeed.com/rc/clk?jk=64aa438028feb06f&bb=uwtCrvjf1hzAbXPu2_oG6uNOwt404VruOuL1wwb-uKOdTK8qkVwsX8EwJzugld6varRYPv8qDxWXUdKGT5bPSmndlaEkxi95pIHJsdB8Yew%3D&xkcb=SoCu67M3EEVyAFxScR0ObzkdCdPP&fccid=0bedb393cb03c383&vjs=3
66,Processo Seletivo 2024.1 - Estágio em Ciência de Dados,EloGroup,,https://br.indeed.com/rc/clk?jk=946f63befa8d0df7&bb=uwtCrvjf1hzAbXPu2_oG6refta2LXWzK4yUtlYKsHJ5GItYbMIi7XgPSAHsUyVAigT6nNe2SnkRlBtaIv8aBuXVcUhjyDwECAMAhbYoqkWo%3D&xkcb=SoAz67M3EEVyAFxScR0NbzkdCdPP&fccid=62fad1ae5e67c0b5&vjs=3
67,Desenvolvedores,EY,"São Paulo, SP",https://br.indeed.com/rc/clk?jk=29f2e1fa952f09a6&bb=uwtCrvjf1hzAbXPu2_oG6lZsp6N8_J8FYTYZf1HVdAI7UPSS-Zhulhr_reaJLFzDK9vpk0DlrbaqXq5uyr2BlALpRsKEJE9_WM0n6pGVDSw%3D&xkcb=SoCH67M3EEVyAFxScR0MbzkdCdPP&fccid=1544766d4c2915b0&vjs=3
68,Analytics Engineer,Maxxidata,,https://br.indeed.com/rc/clk?jk=96881570014998fd&bb=uwtCrvjf1hzAbXPu2_oG6mrK-jT_W_BKYhZpFj04aH5ftsxRJQFKnQusoUtaqI0AptJ_XFET2dbui7cWLXB1v3LrL0N9XhCwQl3-EvNLKYM%3D&xkcb=SoBu67M3EEVyAFxScR0DbzkdCdPP&fccid=a15d8bde8124b687&vjs=3
69,Pessoa Arquiteta de Software Sênior,AMcom,,https://br.indeed.com/rc/clk?jk=245572b03d7ea342&bb=uwtCrvjf1hzAbXPu2_oG6uarE_ysRVwWehg5ZiUFqLlbNr7ZAavjC6Y2AsI5MbZsnNCkwZ78tIVXAMwh1ukoPm9_hbXViYPmNG2rIwgWM88%3D&xkcb=SoDa67M3EEVyAFxScR0CbzkdCdPP&fccid=5581d4ed1a4f2c02&vjs=3
70,Sênior Python,Impulso,,https://br.indeed.com/rc/clk?jk=4a77995e002f39d0&bb=uwtCrvjf1hzAbXPu2_oG6pYiJ61YC76xb2p5Kp5WFzQPGik7MhpGkNY-WDHNzD1EK2qkRHp-XQh_3z8ZDCfAM2LFt19iIlQnQZZ9RbqPW90%3D&xkcb=SoBH67M3EEVyAFxScR0BbzkdCdPP&fccid=667b980b4c7d02ff&vjs=3
71,Cientista de Dados,Netvagas,,https://br.indeed.com/rc/clk?jk=37f43f41de38b5ea&bb=uwtCrvjf1hzAbXPu2_oG6g-vviblNcI_Eoeh63wq4-cZeBzLjiiasJquTBwcQNUTti888iDEDsIRQdyMFEaQYsUYUaX8IRpxXVPZVqReisI%3D&xkcb=SoDz67M3EEVyAFxScR0AbzkdCdPP&fccid=248e71f02a698bfc&vjs=3
72,Engenheiro,Curriculum.com.br,"Home office in Curitiba, PR",https://br.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0AmaNMv4sr92vlelJD9HsDFX9e0FVUO2yM-5PrIgeUEryFidD_uEQ4rbuAgRgn_FAOE-zL8fQdsebRADgYOS0hyxNomo-eZCcpd-5P3pJ0YuO4ArIBLmcOfyo-TeHLsNQ1D1pfNPMll6sJLizTCxO6NGlmSkTq1CVbVpbPqdH3xnaIGmWZAl6Kke-PBzOwgoyWVh8bH45NtlaXYMQEXU3LdQicE8cpIZ_Wx-6YdefVZu724v9qMxiH-P9AW8dq9j54uQP_tgqfV1fQtiCz-k85n87YDqE-puAm39T2ku6e_gUXk5A-6aW1U3_DlOOsycEx0tJHgHOvb36MKR5-frT1G_46nbn-XWoTVpttZF2Wg3jnkHQLbg8prgK3ppPUF0dTJzcBGRTlOnn75IdQCihIIE-hWFfxKr0-vQHQC5LtTOXA8BI5iGYOxdxCVHfN0TvQRPJMRtZJeURgrax4vPydXOYUBhqJXcVmYB8MVHaYKH7G9oqBEyxm7fm4PQEsFKqxVeW9UWaDG2l0uFFjyZ_II1xnmeneWnc5iJxgdT5vQVy0v1oOAIyMtFgYkL8cbHkHJI5tpS_R5lNPqklyRZzjKNkJfljwtsMp2TivdOXvx2adqYlW8rqQxq1F_67daEOWSFRP2rTlNWbwoHKDM6MfZZAl6jR5-LpTdd7qae9CGWTGmW6Tj0ALEVhQY8_o3c7T7R0GxVPCiI7eMzOlwVg2YX5B1gZEPsvlZyKFA0N5P3vBVskiZvaPDTj8keuE4lmDZnRtNqOAeA_e1QKuWpWnBMrLQuQ7vLIhcjnj6gzkT9qL59UxkDRkZcKw_j8pEfcncy7dfKl19rKOe7L-wx61LuDQxmKiI7anTxdsdDkJXmEze7gro0By8Y0jvrIWYBrtTh4m9MVJbSzkWulcKcNzkbQrrroEwGSxkVfg6u6IGJcRdXddq-fE7aRFpdKdZcZoeZm0CWYQK8xuefZTIWb-ebuVtZyVHaCt7UgGn82Vn4KbYVBM8abAmAOADKQv_7M0=&xkcb=SoCJ6_M3EEVyAFxScR0HbzkdCdPP&camk=CPChkbYSGj__PYkw5istSA==&p=12&fvj=0&vjs=3
73,Estágio em Pesquisa e Desenvolvimento,Imediatta Recursos Humanos,"Curitiba, PR",https://br.indeed.com/rc/clk?jk=55947bcd089d4261&bb=uwtCrvjf1hzAbXPu2_oG6lKR3R0oNKFp7SIr9GCyHuQ_cxwohPnJwSCwCHvlhVIen4EdYWcblpCZBStnmuxYk8nVKcqi1KriC3JEVKaUJnk%3D&xkcb=SoDJ67M3EEVyAFxScR0GbzkdCdPP&fccid=718a43319c9e80a8&cmp=Imediatta-Recursos-Humanos&ti=Analista+De+Desenvolvimento&vjs=3
74,DESENVOLVEDOR RPA | PYTHON PLENO (FORMATO HÍBRIDO DE TRABALHO),FM2C,"Campinas, SP",https://br.indeed.com/rc/clk?jk=fdd74face845e337&bb=uwtCrvjf1hzAbXPu2_oG6of0v76WbG-YuDXGQ5fDkqV0MA5yk98k4_RObxNmk4kLdlZjRk9RW_N1A7u1XrkyYy7f1Imm5nSasyAdTO-Gu4c%3D&xkcb=SoBU67M3EEVyAFxScR0FbzkdCdPP&fccid=16bbe15d304af728&vjs=3
75,Programador Python (Jupyter Notebook),Turing.com,,https://br.indeed.com/rc/clk?jk=fbfc57e547f7492c&bb=oceovFpmjrG2Doo2XmsSX5zC-k3pc0HNJqNlttUzK6Bloy1DBihgT143pREks0g8VvIx-Zy3MBSI3pGXyy63niMhiVfOYT9EnTwcKfpHyoo%3D&xkcb=SoAu67M3EEVwqEw3mx0LbzkdCdPP&fccid=2d71fc355eaef8f5&cmp=turing&ti=Python&vjs=3
76,Python Database Tooling Software Engineer,EDB,"Home office in Brasília, DF",https://br.indeed.com/rc/clk?jk=731d9afacdc16ace&bb=oceovFpmjrG2Doo2XmsSX-x-3FkdbHLAEb6l0WxtsmxCwrgfCym0ZrUhq5ZTPIFPdH3mthnrS39E1KAanLheN0SYMhPhlwGrNZ3WA_KiS_s%3D&xkcb=SoCa67M3EEVwqEw3mx0KbzkdCdPP&fccid=29944148d86fe659&vjs=3
